"GEO_ID","NAME","B09010_001E","B09010_001M","B09010_002E","B09010_002M","B09010_003E","B09010_003M","B09010_004E","B09010_004M","B09010_005E","B09010_005M","B09010_006E","B09010_006M","B09010_007E","B09010_007M","B09010_008E","B09010_008M","B09010_009E","B09010_009M","B09010_010E","B09010_010M","B09010_011E","B09010_011M","B09010_012E","B09010_012M","B09010_013E","B09010_013M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Living in household with Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:","Margin of Error!!Total:!!Living in household with Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:","Estimate!!Total:!!Living in household with Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:!!In family households:","Margin of Error!!Total:!!Living in household with Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:!!In family households:","Estimate!!Total:!!Living in household with Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:!!In family households:!!In married-couple family","Margin of Error!!Total:!!Living in household with Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:!!In family households:!!In married-couple family","Estimate!!Total:!!Living in household with Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:!!In family households:!!In male householder, no spouse present, family","Margin of Error!!Total:!!Living in household with Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:!!In family households:!!In male householder, no spouse present, family","Estimate!!Total:!!Living in household with Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:!!In family households:!!In female householder, no spouse present, family","Margin of Error!!Total:!!Living in household with Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:!!In family households:!!In female householder, no spouse present, family","Estimate!!Total:!!Living in household with Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:!!In nonfamily households","Margin of Error!!Total:!!Living in household with Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:!!In nonfamily households","Estimate!!Total:!!Living in household with no Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:","Margin of Error!!Total:!!Living in household with no Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:","Estimate!!Total:!!Living in household with no Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:!!In family households:","Margin of Error!!Total:!!Living in household with no Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:!!In family households:","Estimate!!Total:!!Living in household with no Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:!!In family households:!!In married-couple family","Margin of Error!!Total:!!Living in household with no Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:!!In family households:!!In married-couple family","Estimate!!Total:!!Living in household with no Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:!!In family households:!!In male householder, no spouse present, family","Margin of Error!!Total:!!Living in household with no Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:!!In family households:!!In male householder, no spouse present, family","Estimate!!Total:!!Living in household with no Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:!!In family households:!!In female householder, no spouse present, family","Margin of Error!!Total:!!Living in household with no Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:!!In family households:!!In female householder, no spouse present, family","Estimate!!Total:!!Living in household with no Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:!!In nonfamily households","Margin of Error!!Total:!!Living in household with no Supplemental Security Income (SSI), cash public assistance income, or Food Stamps/SNAP in the past 12 months:!!In nonfamily households",
"860Z200US30731","ZCTA5 30731","669","286","308","255","292","253","4","18","10","16","278","258","16","23","361","222","361","222","302","215","33","50","26","28","0","14",
"860Z200US30733","ZCTA5 30733","342","195","34","37","33","37","11","15","0","14","22","34","1","3","308","186","308","186","288","184","13","18","7","9","0","14",
"860Z200US30734","ZCTA5 30734","576","153","194","139","194","139","95","115","83","114","16","25","0","14","382","163","382","163","281","153","42","46","59","69","0","14",
"860Z200US30735","ZCTA5 30735","1315","361","389","224","389","224","205","175","100","160","84","72","0","20","926","290","926","290","744","296","130","142","52","58","0","20",
"860Z200US30736","ZCTA5 30736","10229","650","2489","761","2489","761","1481","641","191","158","817","383","0","30","7740","731","7693","737","6291","639","195","139","1207","460","47","61",
"860Z200US30738","ZCTA5 30738","577","205","41","46","41","46","0","14","13","21","28","40","0","14","536","200","536","200","459","192","14","23","63","50","0","14",
"860Z200US30739","ZCTA5 30739","1566","345","442","293","404","294","225","179","0","20","179","257","38","61","1124","349","1098","349","946","332","0","20","152","142","26","40",
"860Z200US30740","ZCTA5 30740","1953","357","367","177","367","177","135","118","0","20","232","159","0","20","1586","347","1570","350","1384","312","115","175","71","69","16","42",
"860Z200US30741","ZCTA5 30741","5889","884","2296","588","2296","588","885","414","31","42","1380","453","0","28","3593","741","3585","743","2398","631","395","263","792","329","8","14",
"860Z200US30742","ZCTA5 30742","1499","352","442","283","442","283","166","162","35","33","241","227","0","20","1057","284","1057","284","496","198","265","169","296","201","0","20",
"860Z200US30746","ZCTA5 30746","439","259","64","103","64","103","64","103","0","14","0","14","0","14","375","284","375","284","366","291","0","14","9","17","0","14",
"860Z200US30747","ZCTA5 30747","2797","346","1114","279","1089","278","294","161","305","205","490","221","25","36","1683","330","1682","331","945","267","340","197","397","167","1","3",
"860Z200US30750","ZCTA5 30750","797","195","97","97","91","92","10","13","81","91","0","14","6","14","700","171","700","171","603","145","80","83","17","18","0","14",
"860Z200US30751","ZCTA5 30751","127","100","127","100","127","100","63","104","64","94","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"860Z200US30752","ZCTA5 30752","2073","270","243","131","226","127","126","96","14","25","86","82","17","26","1830","304","1830","304","1563","333","13","16","254","145","0","20",
"860Z200US30753","ZCTA5 30753","1686","286","592","207","592","207","394","176","31","42","167","99","0","20","1094","245","1094","245","765","257","43","52","286","146","0","20",
"860Z200US30755","ZCTA5 30755","2329","462","351","233","351","233","195","196","13","21","143","87","0","20","1978","444","1978","444","1200","334","177","154","601","318","0","20",
"860Z200US30756","ZCTA5 30756","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"860Z200US30757","ZCTA5 30757","372","188","67","87","67","87","63","87","0","14","4","8","0","14","305","170","305","170","238","162","0","14","67","61","0","14",
"860Z200US30802","ZCTA5 30802","1435","409","224","296","224","296","0","20","0","20","224","296","0","20","1211","355","1129","338","1073","344","8","15","48","54","82","113",
"860Z200US30803","ZCTA5 30803","289","123","46","62","46","62","42","61","0","14","4","8","0","14","243","124","243","124","197","111","5","6","41","57","0","14",
"860Z200US30805","ZCTA5 30805","675","280","288","235","288","235","36","54","14","21","238","233","0","14","387","194","387","194","337","192","3","5","47","36","0","14",
"860Z200US30807","ZCTA5 30807","40","39","40","39","40","39","29","36","0","14","11","20","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"860Z200US30808","ZCTA5 30808","1350","466","276","290","276","290","276","290","0","14","0","14","0","14","1074","415","1074","415","614","209","45","45","415","408","0","14",
"860Z200US30809","ZCTA5 30809","14390","1007","1237","610","1216","614","530","426","82","117","604","404","21","36","13153","932","13104","932","10634","983","776","369","1694","561","49","57",
"860Z200US30810","ZCTA5 30810","541","98","235","92","235","92","95","58","0","14","140","101","0","14","306","78","306","78","259","80","6","12","41","33","0","14",
"860Z200US30812","ZCTA5 30812","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"860Z200US30813","ZCTA5 30813","14945","1261","1769","646","1769","646","606","375","216","235","947","538","0","34","13176","1463","13135","1464","10343","1272","585","348","2207","681","41","65",
"860Z200US30814","ZCTA5 30814","2161","512","556","369","556","369","96","90","135","207","325","261","0","23","1605","482","1591","485","1195","414","258","231","138","100","14","23",
"860Z200US30815","ZCTA5 30815","10582","1117","3872","916","3859","916","791","374","347","245","2721","757","13","20","6710","1033","6688","1032","3047","727","1094","596","2547","699","22","19",
"860Z200US30816","ZCTA5 30816","204","148","110","83","110","83","48","64","11","16","51","53","0","14","94","125","94","125","86","120","0","14","8","12","0","14",
"860Z200US30817","ZCTA5 30817","1495","93","579","133","563","135","321","134","140","98","102","68","16","29","916","166","916","166","701","219","13","19","202","133","0","20",
"860Z200US30818","ZCTA5 30818","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"860Z200US30820","ZCTA5 30820","118","72","60","61","60","61","0","14","0","14","60","61","0","14","58","35","58","35","42","34","0","14","16","24","0","14",
"860Z200US30821","ZCTA5 30821","146","100","29","22","29","22","14","13","0","14","15","20","0","14","117","97","117","97","34","30","81","95","2","7","0","14",
"860Z200US30822","ZCTA5 30822","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"860Z200US30823","ZCTA5 30823","466","166","277","164","235","155","142","129","0","14","93","90","42","49","189","87","189","87","175","89","10","18","4","7","0","14",
"860Z200US30824","ZCTA5 30824","3868","499","1302","493","1302","493","291","252","227","100","784","460","0","23","2566","629","2566","629","1695","546","21","38","850","388","0","23",
"860Z200US30828","ZCTA5 30828","831","112","386","138","386","138","146","134","0","14","240","120","0","14","445","152","445","152","306","64","0","14","139","126","0","14",
"860Z200US30830","ZCTA5 30830","4221","411","1086","404","1086","404","541","303","0","23","545","318","0","23","3135","568","3135","568","1556","611","305","357","1274","482","0","23",
"860Z200US30833","ZCTA5 30833","1111","311","367","250","367","250","172","188","0","14","195","162","0","14","744","305","744","305","539","262","52","54","153","123","0","14",
"860Z200US30901","ZCTA5 30901","4292","752","2780","518","2780","518","94","113","156","135","2530","470","0","23","1512","486","1455","474","685","274","147","125","623","343","57","84",
"860Z200US30904","ZCTA5 30904","4593","883","1982","713","1982","713","278","224","142","207","1562","625","0","27","2611","545","2571","548","1583","400","153","151","835","275","40","74",
"860Z200US30905","ZCTA5 30905","1608","282","0","20","0","20","0","20","0","20","0","20","0","20","1608","282","1608","282","1269","297","0","20","339","199","0","20",
"860Z200US30906","ZCTA5 30906","15840","1132","8621","1162","8621","1162","1673","633","180","176","6768","1140","0","34","7219","1142","7219","1142","4122","942","899","390","2198","661","0","34",
"860Z200US30907","ZCTA5 30907","8695","900","1474","656","1450","649","130","102","296","295","1024","524","24","38","7221","794","7206","795","5330","678","322","160","1554","514","15","18",
"860Z200US30909","ZCTA5 30909","9053","787","2481","710","2481","710","680","366","120","170","1681","590","0","30","6572","810","6285","794","3701","652","657","348","1927","557","287","188",
"860Z200US30912","ZCTA5 30912","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"860Z200US31001","ZCTA5 31001","735","146","265","138","265","138","56","47","28","31","181","134","0","14","470","133","470","133","312","108","79","62","79","60","0","14",
"860Z200US31002","ZCTA5 31002","450","115","139","86","107","79","31","34","40","51","36","44","32","35","311","107","311","107","279","108","4","6","28","29","0","14",
"860Z200US31003","ZCTA5 31003","9","13","0","14","0","14","0","14","0","14","0","14","0","14","9","13","9","13","9","13","0","14","0","14","0","14",
"860Z200US31004","ZCTA5 31004","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"860Z200US31005","ZCTA5 31005","6900","1287","654","506","654","506","279","276","141","188","234","356","0","27","6246","1265","6212","1266","4045","924","919","610","1248","658","34","55",
"860Z200US31006","ZCTA5 31006","801","172","469","117","469","117","6","12","33","33","430","112","0","14","332","178","332","178","295","182","0","14","37","41","0","14",
"860Z200US31007","ZCTA5 31007","146","120","88","78","88","78","13","22","0","14","75","72","0","14","58","69","58","69","36","56","0","14","22","29","0","14",
"860Z200US31008","ZCTA5 31008","5192","601","909","350","909","350","589","348","12","20","308","124","0","27","4283","617","3972","583","3189","555","296","234","487","269","311","184",
"860Z200US31009","ZCTA5 31009","259","178","122","150","122","150","0","14","0","14","122","150","0","14","137","95","137","95","78","66","37","60","22","26","0","14",
"860Z200US31011","ZCTA5 31011","121","85","61","69","61","69","26","63","0","14","35","33","0","14","60","48","60","48","60","48","0","14","0","14","0","14",
"860Z200US31012","ZCTA5 31012","339","162","63","66","58","67","0","14","38","55","20","50","5","9","276","147","276","147","241","138","0","14","35","47","0","14",
"860Z200US31014","ZCTA5 31014","2497","173","907","277","907","277","281","154","140","146","486","218","0","23","1590","281","1590","281","1171","284","41","48","378","156","0","23",
"860Z200US31015","ZCTA5 31015","4505","170","2153","399","2153","399","337","213","139","138","1677","422","0","23","2352","447","2321","457","1371","390","54","87","896","518","31","49",
"860Z200US31016","ZCTA5 31016","124","71","20","36","20","36","0","14","20","36","0","14","0","14","104","68","104","68","53","56","51","52","0","14","0","14",
"860Z200US31017","ZCTA5 31017","139","90","32","41","32","41","16","19","0","14","16","36","0","14","107","80","107","80","93","76","0","14","14","25","0","14",
"860Z200US31018","ZCTA5 31018","385","225","79","53","79","53","26","35","9","15","44","44","0","14","306","212","306","212","147","110","3","4","156","173","0","14",
"860Z200US31019","ZCTA5 31019","694","221","309","178","309","178","42","46","30","38","237","168","0","14","385","170","385","170","343","155","0","14","42","37","0","14",
"860Z200US31020","ZCTA5 31020","177","97","147","98","147","98","147","98","0","14","0","14","0","14","30","33","30","33","30","33","0","14","0","14","0","14",
"860Z200US31021","ZCTA5 31021","6999","470","3061","648","3061","648","760","418","331","265","1970","511","0","27","3938","675","3938","675","2291","447","94","90","1553","469","0","27",
"860Z200US31022","ZCTA5 31022","473","242","20","30","20","30","0","14","0","14","20","30","0","14","453","238","449","237","436","236","0","14","13","15","4","7",
"860Z200US31023","ZCTA5 31023","2836","233","879","289","871","290","265","171","94","90","512","203","8","16","1957","251","1957","251","1249","262","264","186","444","173","0","23",
"860Z200US31024","ZCTA5 31024","4193","191","1545","452","1545","452","603","372","41","69","901","430","0","27","2648","425","2469","452","2089","428","104","101","276","165","179","165",
"860Z200US31025","ZCTA5 31025","312","161","109","101","109","101","109","101","0","14","0","14","0","14","203","129","203","129","193","128","0","14","10","15","0","14",
"860Z200US31027","ZCTA5 31027","2961","383","1241","266","1241","266","277","176","197","122","767","195","0","23","1720","368","1720","368","1076","321","90","75","554","242","0","23",
"860Z200US31028","ZCTA5 31028","1655","476","169","182","169","182","41","70","0","20","128","175","0","20","1486","491","1486","491","1289","511","124","154","73","88","0","20",
"860Z200US31029","ZCTA5 31029","4546","414","849","307","849","307","288","165","0","23","561","250","0","23","3697","452","3697","452","3289","463","100","91","308","167","0","23",
"860Z200US31030","ZCTA5 31030","3459","389","1254","273","1235","274","250","139","215","162","770","264","19","34","2205","408","2205","408","1547","338","148","122","510","281","0","23",
"860Z200US31031","ZCTA5 31031","1818","260","575","186","575","186","121","80","0","20","454","178","0","20","1243","285","1230","287","830","278","146","121","254","144","13","20",
"860Z200US31032","ZCTA5 31032","3011","364","741","297","724","296","525","252","0","23","199","133","17","33","2270","367","2270","367","1739","354","253","145","278","176","0","23",
"860Z200US31033","ZCTA5 31033","665","301","304","318","304","318","50","73","0","14","254","276","0","14","361","174","361","174","308","172","15","17","38","46","0","14",
"860Z200US31034","ZCTA5 31034","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"860Z200US31035","ZCTA5 31035","193","80","92","50","92","50","20","21","2","4","70","47","0","14","101","63","95","62","94","63","0","14","1","2","6","11",
"860Z200US31036","ZCTA5 31036","1975","382","734","337","734","337","174","166","40","54","520","318","0","23","1241","319","1241","319","937","320","73","42","231","146","0","23",
"860Z200US31037","ZCTA5 31037","389","133","213","117","213","117","74","53","74","77","65","72","0","14","176","78","176","78","130","62","0","14","46","55","0","14",
"860Z200US31038","ZCTA5 31038","31","41","0","14","0","14","0","14","0","14","0","14","0","14","31","41","31","41","31","41","0","14","0","14","0","14",
"860Z200US31039","ZCTA5 31039","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"860Z200US31041","ZCTA5 31041","300","147","138","117","138","117","9","15","0","14","129","114","0","14","162","84","162","84","82","66","5","9","75","58","0","14",
"860Z200US31042","ZCTA5 31042","280","97","24","21","24","21","2","4","4","9","18","17","0","14","256","93","256","93","105","81","121","113","30","30","0","14",
"860Z200US31044","ZCTA5 31044","688","142","140","110","140","110","30","41","0","14","110","92","0","14","548","171","506","176","436","188","20","28","50","52","42","54",
"860Z200US31045","ZCTA5 31045","14","23","14","23","14","23","0","14","0","14","14","23","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"860Z200US31046","ZCTA5 31046","739","397","10","20","10","20","0","14","0","14","10","20","0","14","729","395","641","367","612","368","23","30","6","10","88","123",
"860Z200US31047","ZCTA5 31047","5227","812","99","71","99","71","28","39","15","25","56","56","0","27","5128","811","5128","811","4557","793","296","248","275","186","0","27",
"860Z200US31049","ZCTA5 31049","233","91","69","48","69","48","67","48","0","14","2","3","0","14","164","89","164","89","99","67","0","14","65","66","0","14",
"860Z200US31050","ZCTA5 31050","245","206","79","101","79","101","37","65","0","14","42","72","0","14","166","188","166","188","166","188","0","14","0","14","0","14",
"860Z200US31051","ZCTA5 31051","49","67","27","43","27","43","2","3","0","14","25","43","0","14","22","41","22","41","13","33","0","14","9","20","0","14",
"860Z200US31052","ZCTA5 31052","2171","562","242","177","242","177","137","135","0","20","105","124","0","20","1929","551","1929","551","1558","512","63","64","308","260","0","20",
"860Z200US31054","ZCTA5 31054","256","126","32","28","32","28","3","8","0","14","29","28","0","14","224","122","224","122","216","120","0","14","8","15","0","14",
"860Z200US31055","ZCTA5 31055","1000","158","649","168","649","168","7","10","121","130","521","207","0","14","351","162","351","162","207","107","73","101","71","56","0","14",
"860Z200US31057","ZCTA5 31057","278","113","106","76","106","76","0","14","0","14","106","76","0","14","172","92","172","92","43","39","0","14","129","86","0","14",
"860Z200US31058","ZCTA5 31058","291","135","179","97","179","97","26","51","0","14","153","81","0","14","112","91","112","91","56","57","49","70","7","13","0","14",
"860Z200US31060","ZCTA5 31060","385","195","221","175","221","175","16","18","183","177","22","27","0","14","164","79","164","79","115","65","12","17","37","39","0","14",
"860Z200US31061","ZCTA5 31061","7563","279","2800","576","2800","576","785","315","238","188","1777","547","0","30","4763","630","4763","630","2889","547","370","183","1504","519","0","30",
"860Z200US31062","ZCTA5 31062","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"860Z200US31063","ZCTA5 31063","902","175","211","153","211","153","19","28","0","14","192","154","0","14","691","165","691","165","453","152","0","14","238","140","0","14",
"860Z200US31064","ZCTA5 31064","2393","254","548","193","548","193","210","134","0","23","338","201","0","23","1845","267","1845","267","1101","301","114","107","630","271","0","23",
"860Z200US31065","ZCTA5 31065","120","66","8","11","8","11","0","14","0","14","8","11","0","14","112","65","112","65","61","52","0","14","51","49","0","14",
"860Z200US31066","ZCTA5 31066","113","81","0","14","0","14","0","14","0","14","0","14","0","14","113","81","113","81","113","81","0","14","0","14","0","14",
"860Z200US31067","ZCTA5 31067","45","58","4","7","4","7","0","14","0","14","4","7","0","14","41","58","41","58","41","58","0","14","0","14","0","14",
"860Z200US31068","ZCTA5 31068","534","176","285","146","285","146","12","20","20","33","253","136","0","14","249","192","249","192","185","167","0","14","64","64","0","14",
"860Z200US31069","ZCTA5 31069","4920","735","724","278","724","278","308","214","82","87","334","179","0","27","4196","698","4196","698","2988","587","251","170","957","309","0","27",
"860Z200US31070","ZCTA5 31070","117","93","7","13","7","13","0","14","0","14","7","13","0","14","110","91","110","91","24","28","43","59","43","70","0","14",
"860Z200US31071","ZCTA5 31071","149","98","37","37","37","37","0","14","3","5","34","36","0","14","112","94","112","94","48","58","0","14","64","77","0","14",
"860Z200US31072","ZCTA5 31072","214","70","93","68","93","68","11","14","0","14","82","64","0","14","121","52","121","52","93","46","21","32","7","10","0","14",
"860Z200US31075","ZCTA5 31075","372","156","108","89","108","89","90","85","0","14","18","24","0","14","264","133","264","133","174","111","0","14","90","101","0","14",
"860Z200US31076","ZCTA5 31076","544","134","158","83","158","83","28","33","2","7","128","81","0","14","386","112","386","112","273","103","83","62","30","36","0","14",
"860Z200US31077","ZCTA5 31077","161","95","36","39","36","39","20","23","13","29","3","6","0","14","125","73","125","73","73","53","46","48","6","9","0","14",
"860Z200US31078","ZCTA5 31078","644","149","346","126","346","126","26","30","12","20","308","112","0","14","298","156","298","156","183","117","2","5","113","102","0","14",
"860Z200US31079","ZCTA5 31079","606","118","193","109","193","109","90","72","0","14","103","69","0","14","413","117","413","117","284","101","78","70","51","41","0","14",
"860Z200US31081","ZCTA5 31081","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"860Z200US31082","ZCTA5 31082","2623","274","1700","318","1700","318","350","138","70","69","1280","288","0","23","923","225","923","225","680","187","11","22","232","154","0","23",
"860Z200US31083","ZCTA5 31083","92","84","80","84","80","84","6","11","74","85","0","14","0","14","12","17","12","17","12","17","0","14","0","14","0","14",
"860Z200US31084","ZCTA5 31084","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"860Z200US31085","ZCTA5 31085","505","191","190","121","190","121","4","9","0","14","186","120","0","14","315","165","315","165","253","158","41","49","21","38","0","14",
"860Z200US31087","ZCTA5 31087","1188","128","930","203","930","203","188","177","0","20","742","226","0","20","258","181","222","172","202","163","0","20","20","44","36","49",
"860Z200US31088","ZCTA5 31088","15030","1789","2333","663","2265","652","549","267","98","96","1618","565","68","103","12697","1680","12681","1681","9367","1622","434","200","2880","762","16","28",
"860Z200US31089","ZCTA5 31089","955","220","597","211","597","211","116","94","73","71","408","186","0","14","358","132","358","132","285","114","14","20","59","63","0","14",
"860Z200US31090","ZCTA5 31090","120","80","33","36","33","36","9","21","2","3","22","24","0","14","87","66","87","66","83","66","0","14","4","5","0","14",
"860Z200US31091","ZCTA5 31091","334","112","213","111","213","111","102","88","0","14","111","70","0","14","121","68","120","68","111","67","0","14","9","16","1","3",
"860Z200US31092","ZCTA5 31092","1089","168","357","198","357","198","145","125","0","20","212","175","0","20","732","235","732","235","424","158","10","16","298","161","0","20",
"860Z200US31093","ZCTA5 31093","6486","881","2507","634","2507","634","792","438","264","332","1451","394","0","27","3979","732","3979","732","2011","624","504","357","1464","499","0","27",
"860Z200US31094","ZCTA5 31094","141","95","42","54","42","54","0","14","8","13","34","53","0","14","99","78","99","78","99","78","0","14","0","14","0","14",
"860Z200US31096","ZCTA5 31096","1457","146","688","177","688","177","150","107","76","55","462","176","0","20","769","238","734","227","328","142","216","166","190","166","35","55",
"860Z200US31097","ZCTA5 31097","161","116","71","71","71","71","60","67","8","17","3","5","0","14","90","95","90","95","76","94","3","7","11","14","0","14",
"860Z200US31098","ZCTA5 31098","932","299","132","110","132","110","0","14","36","54","96","100","0","14","800","299","800","299","417","213","69","69","314","201","0","14",
"860Z200US31201","ZCTA5 31201","1036","309","578","244","578","244","41","52","61","77","476","225","0","20","458","209","458","209","137","81","46","50","275","199","0","20",
"860Z200US31204","ZCTA5 31204","8149","1261","4144","1154","4144","1154","391","342","683","495","3070","990","0","30","4005","704","4005","704","1674","511","536","332","1795","539","0","30",
"860Z200US31206","ZCTA5 31206","7304","1157","5235","1110","5235","1110","1437","986","394","314","3404","907","0","27","2069","555","2069","555","979","415","53","49","1037","340","0","27",
"860Z200US31207","ZCTA5 31207","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"860Z200US31210","ZCTA5 31210","7509","1174","1598","752","1507","749","213","259","138","217","1156","589","91","60","5911","918","5896","918","4274","711","274","233","1348","594","15","32",
"860Z200US31211","ZCTA5 31211","3762","733","2301","723","2301","723","363","195","84","124","1854","711","0","23","1461","399","1461","399","930","306","208","151","323","221","0","23",
"860Z200US31213","ZCTA5 31213","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"860Z200US31216","ZCTA5 31216","3667","545","869","331","869","331","237","164","12","19","620","310","0","23","2798","541","2764","546","1844","486","160","148","760","316","34","41",
"860Z200US31217","ZCTA5 31217","4911","751","2902","567","2902","567","1143","465","240","228","1519","414","0","23","2009","505","2009","505","1377","401","128","111","504","257","0","23",
"860Z200US31220","ZCTA5 31220","3728","771","506","337","506","337","178","234","0","23","328","245","0","23","3222","717","3184","715","2350","643","39","61","795","461","38","55",
"860Z200US31301","ZCTA5 31301","1412","265","364","224","364","224","103","144","49","71","212","158","0","14","1048","253","1048","253","700","257","122","130","226","147","0","14",
"860Z200US31302","ZCTA5 31302","1972","405","883","381","883","381","172","126","145","189","566","302","0","20","1089","307","1089","307","657","234","140","119","292","245","0","20",
"860Z200US31303","ZCTA5 31303","608","421","54","66","54","66","43","64","0","14","11","19","0","14","554","417","554","417","554","417","0","14","0","14","0","14",
"860Z200US31305","ZCTA5 31305","809","157","253","140","204","118","11","20","75","66","118","97","49","67","556","125","553","125","264","117","6","11","283","130","3","5",
"860Z200US31307","ZCTA5 31307","483","397","71","119","71","119","71","119","0","14","0","14","0","14","412","383","412","383","239","352","0","14","173","185","0","14",
"860Z200US31308","ZCTA5 31308","1878","493","532","358","532","358","475","346","27","31","30","49","0","20","1346","476","1324","478","959","325","78","93","287","342","22","36",
"860Z200US31309","ZCTA5 31309","25","32","18","30","18","30","0","14","0","14","18","30","0","14","7","13","7","13","7","13","0","14","0","14","0","14",
"860Z200US31312","ZCTA5 31312","8198","677","1369","544","1369","544","1006","496","87","61","276","210","0","27","6829","737","6829","737","5339","698","414","200","1076","377","0","27",
"860Z200US31313","ZCTA5 31313","11723","545","4733","738","4707","738","1830","546","697","580","2180","556","26","39","6990","773","6881","773","4735","866","710","367","1436","496","109","141",
"860Z200US31314","ZCTA5 31314","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"860Z200US31315","ZCTA5 31315","3524","446","323","296","323","296","315","295","0","20","8","13","0","20","3201","402","3201","402","2539","346","0","20","662","328","0","20",
"860Z200US31316","ZCTA5 31316","3879","331","1136","376","1136","376","413","213","23","88","700","350","0","23","2743","448","2743","448","2218","399","228","124","297","198","0","23",
"860Z200US31318","ZCTA5 31318","112","118","0","14","0","14","0","14","0","14","0","14","0","14","112","118","112","118","0","14","99","117","13","21","0","14",
"860Z200US31320","ZCTA5 31320","2467","295","944","260","944","260","481","215","146","92","317","139","0","23","1523","287","1523","287","1064","250","128","96","331","142","0","23",
"860Z200US31321","ZCTA5 31321","1587","295","409","239","409","239","46","49","11","16","352","238","0","20","1178","245","1136","249","627","219","37","45","472","179","42","59",
"860Z200US31322","ZCTA5 31322","6550","731","913","522","913","522","448","447","26","41","439","329","0","30","5637","723","5566","715","4055","571","475","319","1036","596","71","106",
"860Z200US31323","ZCTA5 31323","244","225","217","224","217","224","155","216","16","28","46","51","0","14","27","32","27","32","6","9","0","14","21","30","0","14",
"860Z200US31324","ZCTA5 31324","11591","389","1126","479","1126","479","470","233","156","134","500","349","0","30","10465","538","10465","538","8430","670","398","225","1637","461","0","30",
"860Z200US31326","ZCTA5 31326","6061","574","1025","425","1025","425","425","265","106","122","494","356","0","27","5036","629","5036","629","4079","629","299","218","658","328","0","27",
